False negative test rate,Tracing efficiency,N_infected_done,N_recovered,Reff 
0.000000,0.000000,269619,159336,1.691743 
0.000000,0.020000,257352,152178,1.690863 
0.000000,0.040000,261963,154620,1.693996 
0.000000,0.060000,248614,147557,1.684358 
0.000000,0.080000,265941,158486,1.677487 
0.000000,0.100000,248307,148431,1.672377 
0.000000,0.120000,246203,146770,1.676838 
0.000000,0.140000,262019,156472,1.674404 
0.000000,0.160000,234053,141184,1.657717 
0.000000,0.180000,254643,153253,1.661248 
0.000000,0.200000,239450,144427,1.655247 
0.000000,0.220000,227372,137176,1.657717 
0.000000,0.240000,234784,141914,1.654040 
0.000000,0.260000,231122,140218,1.647876 
0.000000,0.280000,226950,137789,1.646012 
0.000000,0.300000,227589,138579,1.641103 
0.000000,0.320000,229429,139726,1.641498 
0.000000,0.340000,214072,131037,1.633190 
0.000000,0.360000,219765,134467,1.633756 
0.000000,0.380000,217882,134087,1.624826 
0.000000,0.400000,206543,127334,1.621885 
0.000000,0.420000,223874,138542,1.614677 
0.000000,0.440000,218234,134835,1.617438 
0.000000,0.460000,204741,127545,1.604260 
0.000000,0.480000,225111,139600,1.612922 
0.000000,0.500000,201377,125636,1.601667 
0.000000,0.520000,218594,135891,1.607007 
0.000000,0.540000,198246,124047,1.597101 
0.000000,0.560000,193529,121762,1.588188 
0.000000,0.580000,195434,123450,1.582071 
0.000000,0.600000,195436,123099,1.586993 
0.000000,0.620000,187406,118872,1.576510 
0.000000,0.640000,177887,113415,1.568605 
0.000000,0.660000,193941,122947,1.576983 
0.000000,0.680000,184117,117601,1.564338 
0.000000,0.700000,176215,112821,1.561305 
0.000000,0.720000,168212,108561,1.547632 
0.000000,0.740000,167080,107889,1.546830 
0.000000,0.760000,163739,105987,1.543890 
0.000000,0.780000,160055,103399,1.545255 
0.000000,0.800000,167446,108934,1.535601 
0.000000,0.820000,161704,104916,1.539126 
0.000000,0.840000,163434,106816,1.530001 
0.000000,0.860000,150142,98819,1.518086 
0.000000,0.880000,162162,106629,1.520490 
0.000000,0.900000,142221,93654,1.517739 
0.000000,0.920000,150438,99573,1.509719 
0.000000,0.940000,139945,93089,1.501700 
0.000000,0.960000,144781,96043,1.505881 
0.000000,0.980000,140286,93692,1.495672 
0.000000,1.000000,138346,92392,1.496373 
