
False negative test rate,Tracing efficiency,N_infected_done,N_recovered,Reff
0.0,0.0,133166.94999999998,100000.0,1.3316695
0.0,0.02,132542.35,100000.0,1.3254235000000003
0.0,0.04,131905.30000000002,100000.0,1.319053
0.0,0.06,131960.7,100000.0,1.319607
0.0,0.08,130949.29999999999,100000.0,1.309493
0.0,0.1,131001.5,100000.0,1.3100150000000002
0.0,0.12000000000000001,130755.95,100000.0,1.3075595
0.0,0.14,130345.54999999999,100000.0,1.3034555
0.0,0.16,129325.84999999999,100000.0,1.2932585
0.0,0.18,129311.05000000002,100000.0,1.2931105
0.0,0.19999999999999998,129059.5,100000.0,1.290595
0.0,0.21999999999999997,128313.90000000001,100000.0,1.2831390000000003
0.0,0.23999999999999996,127926.49999999996,100000.0,1.279265
0.0,0.25999999999999995,127757.39999999998,100000.0,1.277574
0.0,0.27999999999999997,127077.09999999998,100000.0,1.2707710000000003
0.0,0.3,126579.95000000003,100000.0,1.2657994999999997
0.0,0.32,126220.3,100000.0,1.262203
0.0,0.34,125760.75,100000.0,1.2576075
0.0,0.36000000000000004,125051.80000000002,100000.0,1.2505179999999998
0.0,0.38000000000000006,124831.9,100000.0,1.248319
0.0,0.4000000000000001,124575.84999999998,100000.0,1.2457585
0.0,0.4200000000000001,124112.04999999999,100000.0,1.2411205
0.0,0.4400000000000001,123657.6,100000.0,1.2365760000000001
0.0,0.46000000000000013,123301.45000000001,100000.0,1.2330145
0.0,0.48000000000000015,122630.05,100000.0,1.2263005
0.0,0.5000000000000001,122217.95,100000.0,1.2221795
0.0,0.5200000000000001,121874.0,100000.0,1.21874
0.0,0.5400000000000001,121265.65000000001,100000.0,1.2126564999999998
0.0,0.5600000000000002,120657.2,100000.0,1.206572
0.0,0.5800000000000002,120477.95000000001,100000.0,1.2047795
0.0,0.6000000000000002,120024.5,100000.0,1.200245
0.0,0.6200000000000002,119481.29999999999,100000.0,1.1948130000000001
0.0,0.6400000000000002,119235.5,100000.0,1.1923550000000003
0.0,0.6600000000000003,118505.05000000002,100000.0,1.1850505
0.0,0.6800000000000003,118012.25000000001,100000.0,1.1801224999999997
0.0,0.7000000000000003,117651.04999999999,100000.0,1.1765105
0.0,0.7200000000000003,117240.90000000001,100000.0,1.1724089999999998
0.0,0.7400000000000003,116779.65000000001,100000.0,1.1677965
0.0,0.7600000000000003,116235.55,100000.0,1.1623554999999999
0.0,0.7800000000000004,115891.95,100000.0,1.1589195
0.0,0.8000000000000004,115287.84999999999,100000.0,1.1528785
0.0,0.8200000000000004,114952.69999999998,100000.0,1.1495269999999997
0.0,0.8400000000000004,114489.60000000002,100000.0,1.1448960000000001
0.0,0.8600000000000004,114050.45000000001,100000.0,1.1405045
0.0,0.8800000000000004,113608.84999999999,100000.0,1.1360885
0.0,0.9000000000000005,107374.94999999998,95000.0,1.0735199999999998
0.0,0.9200000000000005,112672.29999999999,100000.0,1.126723
0.0,0.9400000000000005,112008.40000000001,100000.0,1.1200839999999999
0.0,0.9600000000000005,111483.45000000001,100000.0,1.1148345
0.0,0.9800000000000005,110929.09999999999,100000.0,1.109291
