
False negative test rate,Tracing efficiency,N_infected_done,N_recovered,Reff
0.0,0.0,132863.44999999998,100000.0,1.3286345000000002
0.0,0.02,132735.30000000002,100000.0,1.327353
0.0,0.04,132508.3,100000.0,1.325083
0.0,0.06,132255.2,100000.0,1.322552
0.0,0.08,132009.5,100000.0,1.320095
0.0,0.1,125154.55,95000.0,1.2515455
0.0,0.12000000000000001,131439.6,100000.0,1.3143960000000001
0.0,0.14,131065.44999999998,100000.0,1.3106545
0.0,0.16,130858.45000000001,100000.0,1.3085845
0.0,0.18,130530.9,100000.0,1.3053090000000003
0.0,0.19999999999999998,130370.05000000002,100000.0,1.3037005
0.0,0.21999999999999997,130160.90000000001,100000.0,1.3016089999999996
0.0,0.23999999999999996,129804.4,100000.0,1.298044
0.0,0.25999999999999995,129622.20000000001,100000.0,1.296222
0.0,0.27999999999999997,129335.65,100000.0,1.2933564999999998
0.0,0.3,129026.09999999999,100000.0,1.2902609999999999
0.0,0.32,128711.1,100000.0,1.287111
0.0,0.34,128374.20000000003,100000.0,1.283742
0.0,0.36000000000000004,128272.25,100000.0,1.2827225
0.0,0.38000000000000006,128001.70000000001,100000.0,1.280017
0.0,0.4000000000000001,127898.29999999999,100000.0,1.2789829999999998
0.0,0.4200000000000001,127482.54999999999,100000.0,1.2748255
0.0,0.4400000000000001,127201.1,100000.0,1.272011
0.0,0.46000000000000013,126990.15,100000.0,1.2699015000000002
0.0,0.48000000000000015,126707.65,100000.0,1.2670765
0.0,0.5000000000000001,126410.00000000001,100000.0,1.2641000000000004
0.0,0.5200000000000001,126036.75,100000.0,1.2603675
0.0,0.5400000000000001,126074.40000000001,100000.0,1.2607439999999999
0.0,0.5600000000000002,125641.5,100000.0,1.2564149999999998
0.0,0.5800000000000002,125241.5,100000.0,1.252415
0.0,0.6000000000000002,124931.75,100000.0,1.2493175000000003
0.0,0.6200000000000002,124568.75,100000.0,1.2456875000000003
0.0,0.6400000000000002,124493.2,100000.0,1.244932
0.0,0.6600000000000003,124220.0,100000.0,1.2422
0.0,0.6800000000000003,123799.75,100000.0,1.2379974999999999
0.0,0.7000000000000003,123642.15000000001,100000.0,1.2364215
0.0,0.7200000000000003,123462.20000000003,100000.0,1.2346219999999999
0.0,0.7400000000000003,123008.15000000001,100000.0,1.2300814999999998
0.0,0.7600000000000003,122891.75000000001,100000.0,1.2289174999999999
0.0,0.7800000000000004,122471.60000000002,100000.0,1.224716
0.0,0.8000000000000004,122435.79999999999,100000.0,1.224358
0.0,0.8200000000000004,121828.84999999999,100000.0,1.2182885
0.0,0.8400000000000004,121700.85000000002,100000.0,1.2170085
0.0,0.8600000000000004,121480.05,100000.0,1.2148005
0.0,0.8800000000000004,120987.49999999997,100000.0,1.209875
0.0,0.9000000000000005,120996.9,100000.0,1.2099689999999999
0.0,0.9200000000000005,120551.45000000001,100000.0,1.2055145
0.0,0.9400000000000005,120263.10000000002,100000.0,1.202631
0.0,0.9600000000000005,119855.70000000001,100000.0,1.198557
0.0,0.9800000000000005,119593.94999999998,100000.0,1.1959395
