
False negative test rate,Tracing efficiency,ReffMean,N_infected_done,N_recovered,ReffStd,ReffTheoretical,N_traced
0.0,0.0,1.349839078392154,133699.59399999998,98207.856,0.003290028106725352,1.3609618606195353,0.0
0.02,0.0,1.3667564438006004,135993.506,99004.01999999999,0.002459229813475688,1.3738135018336088,0.0
0.04,0.0,1.3793056921956217,137289.70799999998,99003.302,0.0025770415966578117,1.3864397403981492,0.0
0.06,0.0,1.3903792107395232,138286.306,98804.07200000001,0.003281612041833741,1.3993589454143431,0.0
0.08,0.0,1.4044074821925796,139583.15,98804.90800000001,0.0025705083925720235,1.412020395974634,0.0
0.1,0.0,1.4224601428571426,142160.45,99800.35,0.0013182331626008185,1.4247723344940197,0.0
0.12,0.0,1.4309528666549343,142620.60400000002,99202.346,0.002639993024641008,1.4374345579621979,0.0
0.14,0.0,1.4423479623119964,143473.564,99005.16799999998,0.002589834303830393,1.4503761030301079,0.0
0.16,0.0,1.452224018166542,144352.17600000004,98604.112,0.0032114643049045207,1.4631562459535479,0.0
0.18,0.0,1.472492307234369,147025.042,99600.914,0.001761430593777556,1.475873883844682,0.0
0.1999999999999999,0.0,1.4879303199999998,148793.03199999998,100000.0,0.0008271587803058013,1.4887440950496216,0.0
0.2199999999999999,0.0,1.50185874,150185.874,100000.0,0.0007862538517552253,1.5015524571534793,0.0
0.2399999999999999,0.0,1.5123531890909092,151126.468,99800.44,0.001323163310503742,1.5143571300612308,0.0
0.2599999999999999,0.0,1.5253751793993995,152398.04400000002,99800.666,0.0013047206884113085,1.527018284317297,0.0
0.2799999999999999,0.0,1.536613144153161,153405.71399999998,99601.13200000001,0.0017912298737573107,1.5399014255035899,0.0
0.3,0.0,1.5503034557152635,154714.614,99601.934,0.0014879732049973547,1.5525032614951129,0.0
0.32,0.0,1.5636896807228915,156289.582,99800.33200000001,0.0014971042027952972,1.5653823296892937,0.0
0.34,0.0,1.57708556,157708.556,100000.0,0.0007971462401285967,1.5782603261333672,0.0
0.36,0.0,1.59122246,159122.24599999998,100000.0,0.0008810472366100134,1.590854988159837,0.0
0.38,0.0,1.602160425263158,160082.23999999996,99800.60800000001,0.0013602238444376026,1.603798351621511,0.0
0.4000000000000001,0.0,1.61630672,161630.672,100000.0,0.000886512279073277,1.6165781171747509,0.0
0.4200000000000001,0.0,1.6290726,162907.26,100000.0,0.0009058824561492897,1.6294423781287066,0.0
0.4400000000000001,0.0,1.6404301222950817,163908.99599999998,99800.61,0.001480184292861553,1.6422087033768367,0.0
0.4600000000000001,0.0,1.65463588,165463.588,100000.0,0.0009272389419488014,1.6548825850047622,0.0
0.4800000000000001,0.0,1.6665950795841997,166501.85,99800.962,0.001399016266641603,1.6676866885598145,0.0
0.5000000000000001,0.0,1.68168742,168168.74200000003,100000.0,0.0009112229596316944,1.6804289553377703,0.0
0.5200000000000001,0.0,1.6946488199999998,169464.882,100000.0,0.0008916632545064122,1.6932611404172526,0.0
0.5400000000000001,0.0,1.70592794,170592.794,100000.0,0.0009346952821673592,1.7060004778158995,0.0
0.5600000000000002,0.0,1.7192990799999996,171929.908,100000.0,0.0008995327206702135,1.7187771197315271,0.0
0.5800000000000002,0.0,1.7326524999999997,173265.25000000003,100000.0,0.0009060537065144935,1.7315874775127384,0.0
0.6000000000000002,0.0,1.7437906,174379.06,100000.0,0.0009475980199548302,1.744368371608496,0.0
0.6200000000000002,0.0,1.75727138,175727.138,100000.0,0.0009230714873838414,1.7570930566245253,0.0
0.6400000000000002,0.0,1.77092472,177092.472,100000.0,0.0008748670994881613,1.76990815433476,0.0
0.6600000000000003,0.0,1.78217714,178217.71400000004,100000.0,0.0009418879532072036,1.7827455345069907,0.0
0.6800000000000003,0.0,1.7950564400000002,179505.644,100000.0,0.0009778754582087728,1.795483888740876,0.0
0.7000000000000003,0.0,1.8077645199999999,180776.452,100000.0,0.0009752222161205327,1.8082751538391257,0.0
0.7200000000000003,0.0,1.82151812,182151.812,100000.0,0.0009112957897982262,1.8210580002520895,0.0
0.7400000000000003,0.0,1.83632448,183632.44800000003,100000.0,0.0009312370358848403,1.833761817829345,0.0
0.7600000000000003,0.0,1.8472038400000002,184720.38400000002,100000.0,0.0009612313609147999,1.846589078160364,0.0
0.7800000000000004,0.0,1.85990704,185990.70399999997,100000.0,0.001022076595535385,1.8593464594558715,0.0
0.8000000000000004,0.0,1.8738126600000005,187381.266,100000.0,0.0010134923724385665,1.872193707550089,0.0
0.8200000000000004,0.0,1.8835910000000002,188359.1,100000.0,0.000912953191514507,1.8849559330530075,0.0
0.8400000000000004,0.0,1.8972847800000001,189728.478,100000.0,0.0009700242258471946,1.8977750030820115,0.0
0.8600000000000004,0.0,1.91072764,191072.76400000002,100000.0,0.0010293293827518997,1.9105321565916387,0.0
0.8800000000000004,0.0,1.9239509399999999,192395.09399999998,100000.0,0.0009920121292721447,1.9233124397415469,0.0
0.9000000000000005,0.0,1.93628884,193628.88400000002,100000.0,0.0009942938075803347,1.9361108164297118,0.0
0.9200000000000004,0.0,1.9485027199999998,194850.272,100000.0,0.0009728290993869733,1.9488846959759922,0.0
0.9400000000000004,0.0,1.96088274,196088.27400000003,100000.0,0.0009417922144140345,1.9616562005709746,0.0
0.9600000000000004,0.0,1.9752590600000002,197525.90600000002,100000.0,0.0010312916144494825,1.974435600748271,0.0
0.9800000000000004,0.0,1.9866757200000003,198667.57200000007,100000.0,0.0010757717125023114,1.9872190219878305,0.0
1.0000000000000004,0.0,2.0007654600000007,200076.54600000003,100000.0,0.0010450324731601805,2.0000000000000004,0.0
0.0,0.02,1.345250305881636,134181.21000000002,99603.31999999999,0.001252813664704655,1.3473823060207204,1111.69
0.02,0.02,1.3510064774184751,134402.606,98803.29,0.0030646041519987537,1.3605094831659696,1072.922
0.04,0.02,1.3691798180737456,136163.47400000002,99005.69399999999,0.0023637736434023848,1.374290192689539,1047.408
0.06,0.02,1.3847939124279454,138001.878,99403.524,0.001571454115525763,1.387604769425359,1021.7019999999999
0.08,0.02,1.3952944270741208,139034.15600000002,99202.132,0.0024580133207876883,1.4009337320872266,992.0720000000001
0.1,0.02,1.4074048941949067,140207.342,99202.536,0.0023824750442153044,1.4145745486480863,964.5520000000002
0.12,0.02,1.4219716648324976,141815.92600000004,99401.70999999999,0.002050065504305606,1.4277293418004762,940.6020000000001
