
False negative test rate,Tracing efficiency,N_infected_done,N_recovered,ReffMean,ReffStd,ReffTheoretical,N_traced
0.0,0.0,136195.16000000003,100000.0,1.3619515999999998,0.0007365825312251983,1.3608535995932032,0.0
0.0,0.02,135489.52,100000.0,1.3548952,0.0011171721676827124,1.357511617361304,442.18
0.0,0.04,135089.56000000003,100000.0,1.3508955999999994,0.0009008893184413012,1.3528992322070097,893.36
0.0,0.06,134547.86000000004,100000.0,1.3454785999999999,0.000941697469076615,1.3490157240472849,1343.9
0.0,0.08,134202.39999999994,100000.0,1.3420239999999994,0.0009984026425920037,1.3445420552292988,1805.7
0.0,0.1,133728.74,100000.0,1.3372873999999997,0.001007769078262497,1.341051482534322,2258.12
0.0,0.12000000000000001,133094.58000000002,100000.0,1.3309458000000007,0.0008446222239702722,1.3364738459013525,2724.22
0.0,0.14,132685.25999999998,100000.0,1.3268526,0.0009386109932952487,1.332544881086884,3200.32
0.0,0.16,132249.58000000005,100000.0,1.3224958000000004,0.0011265071569652246,1.3281915705416227,3668.08
0.0,0.18,131677.42000000004,100000.0,1.3167741999999998,0.0010205443961385488,1.3242027325513277,4130.42
0.0,0.19999999999999998,131106.28,100000.0,1.3110628000000002,0.0008481906331739835,1.319631319110221,4627.56
0.0,0.21999999999999997,130592.58000000003,100000.0,1.3059258000000002,0.0009731694942248217,1.315188794272585,5078.72
0.0,0.23999999999999996,130180.8,100000.0,1.301808,0.0010162377192570742,1.311866581637376,5535.22
0.0,0.25999999999999995,129625.58000000005,100000.0,1.2962558000000002,0.0009082520593234601,1.307905289449082,6044.0
0.0,0.27999999999999997,129340.48,100000.0,1.2934048000000005,0.0009738458261250728,1.302844526287626,6533.22
0.0,0.3,128558.22000000003,100000.0,1.2855822000000001,0.0010022635316815512,1.299065177535899,7011.86
0.0,0.32,127964.6,100000.0,1.2796459999999996,0.001001828124898046,1.2944938291276906,7541.7
0.0,0.34,127701.70000000001,100000.0,1.2770169999999998,0.0009596375272327924,1.2891125737521445,8031.9
0.0,0.36000000000000004,126931.26000000001,100000.0,1.2693126,0.0008884752272223197,1.2855212499031694,8525.78
0.0,0.38000000000000006,126520.23999999998,100000.0,1.2652023999999997,0.0009932000460272708,1.2804271606304,9030.44
0.0,0.4000000000000001,125943.06,100000.0,1.2594305999999995,0.0008434759670190806,1.275992358034813,9552.72
0.0,0.4200000000000001,125464.99999999999,100000.0,1.2546500000000003,0.0009929382495135035,1.271721866017864,10044.98
0.0,0.4400000000000001,124739.22000000002,100000.0,1.2473922,0.0009118530713187673,1.265620486976668,10624.46
0.0,0.46000000000000013,124069.44,100000.0,1.2406944000000002,0.0010072919913899651,1.2613791285955909,11130.66
0.0,0.48000000000000015,123738.02000000003,100000.0,1.2373802,0.0008420618276781443,1.256627090827678,11649.16
0.0,0.5000000000000001,123037.98000000001,100000.0,1.2303798000000001,0.0011073217363328038,1.2519703810204894,12194.0
0.0,0.5200000000000001,122497.46000000002,100000.0,1.2249745999999997,0.000916772431202119,1.2477278241427499,12727.52
0.0,0.5400000000000001,121896.61999999998,100000.0,1.2189661999999999,0.0007913933406289446,1.2423467291426455,13267.84
0.0,0.5600000000000002,121286.04,100000.0,1.2128603999999996,0.0009202375008437655,1.235833679555131,13827.72
0.0,0.5800000000000002,120737.09999999999,100000.0,1.207371,0.0009936522715390402,1.23211471923497,14399.94
0.0,0.6000000000000002,120193.3,100000.0,1.201933,0.0008768689311687231,1.2272877541614258,14934.18
0.0,0.6200000000000002,119575.86000000002,100000.0,1.1957586,0.0009327932163613756,1.2212696162313144,15502.92
0.0,0.6400000000000002,118873.52,100000.0,1.1887351999999998,0.0009733741122759436,1.217033006268112,16095.52
0.0,0.6600000000000003,118415.59999999999,100000.0,1.184156,0.000783590428210857,1.211730248294104,16614.8
0.0,0.6800000000000003,117654.72000000003,100000.0,1.1765471999999997,0.0010861141759802753,1.2054694383322917,17261.12
0.0,0.7000000000000003,117066.38,100000.0,1.1706638,0.0008286231949346272,1.1998464057193265,17866.46
0.0,0.7200000000000003,116443.98,100000.0,1.1644398,0.0007626880224520616,1.193351189434628,18467.2
0.0,0.7400000000000003,115769.30000000003,100000.0,1.157693,0.0009162079458288933,1.1889793789287033,19085.22
0.0,0.7600000000000003,114898.22000000003,100000.0,1.1489822000000003,0.000865133718106098,1.1839812419228868,19643.26
0.0,0.7800000000000004,114456.12,100000.0,1.1445612000000003,0.0009615498390937512,1.1778629138094499,20257.72
0.0,0.8000000000000004,113672.93999999997,100000.0,1.1367293999999994,0.0008535353804701285,1.1718064764962832,20903.38
0.0,0.8200000000000004,113272.3,100000.0,1.132723,0.0008168897335226419,1.165851690670977,21570.12
0.0,0.8400000000000004,112473.66000000002,100000.0,1.1247365999999999,0.000887903359790088,1.1591604300523488,22206.68
0.0,0.8600000000000004,111743.89999999997,100000.0,1.117439,0.0007556759509585721,1.1530279577200653,22850.88
0.0,0.8800000000000004,111015.42000000003,100000.0,1.1101542000000004,0.0007758359857177903,1.1467212410225103,23559.68
0.0,0.9000000000000005,110137.08,100000.0,1.1013708,0.0009478777515253402,1.1401950125036937,24269.96
0.0,0.9200000000000005,109463.38,100000.0,1.0946337999999998,0.0008923772831657028,1.1348541185060599,24892.96
0.0,0.9400000000000005,108817.34000000001,100000.0,1.0881734,0.0009475518449011184,1.126324365812798,25616.88
0.0,0.9600000000000005,107955.00000000001,100000.0,1.0795500000000002,0.0007778344611674067,1.1197011644814752,26333.42
0.0,0.9800000000000005,107130.03999999998,100000.0,1.0713003999999997,0.0008504643130402941,1.113543859982562,27062.76
0.0,1.0000000000000004,106363.45999999999,100000.0,1.0636346,0.0009492821438178575,1.1070920354412983,27766.6
