False negative test rate,Tracing efficiency,ReffMean,N_infected_done,N_recovered,ReffStd,ReffTheoretical,N_traced
0.0,0.0,1.3526135405196216,134211.476,98606.69600000001,0.0025755001516941742,1.360740783264678,0.0
0.0,0.02,1.3498112326402132,134420.12999999995,99203.22399999999,0.0021613332292959456,1.3543701438841613,691.2860000000001
0.0,0.04,1.3327633466740492,131716.738,97810.554,0.0034905426716146026,1.347398326116052,1363.462
0.0,0.06,1.3297285558048468,131723.40600000002,98409.072,0.0026264407509850353,1.3408063268989885,2064.7999999999997
0.0,0.08,1.320926486162084,130745.264,98208.128,0.00292090463484122,1.3339386467259895,2749.804
0.0,0.1,1.3119575979929103,129772.69200000001,98009.112,0.0035832504700066825,1.3273381791848007,3445.862
0.0,0.12,1.301784633271501,128630.17000000001,97809.24799999999,0.0035831752806922677,1.3203584496452785,4154.246
0.0,0.14,1.2990599104990967,128737.06399999998,98408.06000000001,0.002974661755707798,1.3135420837451388,4876.83
0.0,0.16,1.2879423701082513,126597.04199999999,97215.72799999999,0.003739743010895452,1.3064568344489382,5525.9259999999995
0.0,0.18,1.282287587389323,126513.52200000003,97812.966,0.002814899422478954,1.2991415488354636,6286.884
0.0,0.1999999999999999,1.2666526901930746,124490.91800000002,96811.28,0.004428768820321622,1.2918309774115735,6922.411999999999
0.0,0.2199999999999999,1.261383593414863,124204.546,97213.736,0.004243989966469721,1.2845110213649935,7678.158000000001
0.0,0.2399999999999999,1.2574674868982882,123947.26199999999,97613.084,0.0031554013841038286,1.277591723243517,8442.582
0.0,0.2599999999999999,1.241761903120498,121034.47000000004,95823.03800000002,0.004551004787030863,1.269628620438572,9018.225999999999
0.0,0.2799999999999999,1.2279191175805377,118146.47399999997,94037.454,0.005127477253380235,1.2622105801256256,9554.851999999999
0.0,0.3,1.2273703509402036,119668.472,96028.0,0.004091881952805248,1.2556620287352314,10485.253999999997
0.0,0.32,1.212983370548473,117168.03800000002,94633.402,0.004851816409399196,1.2472954507574858,11070.474
0.0,0.34,1.2030289656978805,115422.99800000002,93839.18600000002,0.004853755010090463,1.2396691152069237,11717.772
0.0,0.36,1.1942038674730833,114624.31999999998,93843.17800000001,0.004809968883067418,1.232295619515942,12446.508
0.0,0.38,1.1806428743441657,113139.058,93235.26199999999,0.005543434532599085,1.2248970616981985,13119.518
0.0,0.4000000000000001,1.181131755743881,113721.954,94445.58799999999,0.00429852784809058,1.2161033693033982,14044.082
0.0,0.4200000000000001,1.168486889734233,111709.048,93449.20599999999,0.004480612534476146,1.208943138198165,14639.890000000003
0.0,0.4400000000000001,1.1536707537875928,108658.312,91471.522,0.0049855736272767315,1.2002548914971323,15065.654
0.0,0.4600000000000001,1.152670141947679,109136.11200000001,92454.95999999999,0.004235874749527237,1.1917019523590973,15985.826000000001
0.0,0.4800000000000001,1.1337703566554123,103929.644,88707.326,0.004894817504755804,1.1837580471732034,16093.991999999998
0.0,0.5000000000000001,1.1216093235075801,101579.7,87337.55,0.005163589618543131,1.1741322561641179,16570.362
0.0,0.5200000000000001,1.1091764132296777,99503.108,86335.758,0.005148962323432121,1.1657222467589397,17092.35
0.0,0.5400000000000001,1.1007529079339293,98675.84799999998,86133.492,0.00509081772909065,1.1579690733167936,17796.476000000002
0.0,0.5600000000000002,1.0903406519661891,97150.58399999999,85531.26,0.00533641433741603,1.1490847699090279,18423.07
0.0,0.5800000000000002,1.0742994813473117,92346.76999999999,82012.45000000001,0.005431102655255564,1.1398471332026205,18371.144
0.0,0.6000000000000002,1.067519916974709,90131.29000000001,80701.954,0.004969933478297871,1.130354385444907,18776.03
0.0,0.6200000000000002,1.0488639155994375,85404.26999999999,77122.73199999999,0.005447531254187237,1.1222621792738854,18634.840000000004
0.0,0.6400000000000002,1.0450249213914873,84400.124,76796.442,0.004822009143505083,1.1140172695434658,19217.04
0.0,0.6600000000000003,1.0063092424800677,71265.31800000001,65480.333999999995,0.005969202807436291,1.1008039446667075,17019.684
0.0,0.6800000000000003,1.020650843974952,75543.46800000001,69983.63599999998,0.004835860475019787,1.093128909541071,18834.322
0.0,0.7000000000000003,0.9910152114052269,65962.63399999999,61724.538,0.00538253272325333,1.0790416887094452,17189.714
0.0,0.7200000000000003,0.9807285104215231,57803.79,54604.7,0.00475362327879221,1.0706568785221482,15720.882000000001
0.0,0.7400000000000003,0.9681387075700065,53338.39599999999,50766.41799999999,0.00492330621337474,1.0607789805572245,15083.316
0.0,0.7600000000000003,0.9511239449477668,41215.844,39664.618,0.004904942874050044,1.0487354977546848,12180.122
