1.3947246031960638	1.3138060060244678	1.2276959132018486	1.1351935613968858	1.0369189327684891	0.9299184701238217	0.8173970366137059	0.6929849845212235	0.5568323238830266	0.4200401636826121	0.2566103658910386
1.4551458810756621	1.3907061976830792	1.3214356820115072	1.2484235033017803	1.1708717473833303	1.0879916354164654	0.9988706750680038	0.9034264966036241	0.8036619317875431	0.6929529866624662	0.5753069862364055
1.515018284759317	1.4647077957253385	1.411166021050375	1.3546093483434674	1.2951022823600948	1.2317427090502266	1.164829999609256	1.0937857949883907	1.0179377225037782	0.9374924485800473	0.8516314740654622
1.5761053466557784	1.5375178599119632	1.4971302539129323	1.4547251157291965	1.410492739937042	1.363760536491644	1.3145943018008137	1.2631727111886861	1.2088912493251192	1.1514349506133659	1.0906874292865176
1.6366067352844622	1.608440250344007	1.5790026195454216	1.5488166585385468	1.5169338722111507	1.4839482201872036	1.449625551611721	1.4134435151886064	1.3759466352748855	1.3366404177903208	1.295773382111538
1.6971290914574364	1.677622675717225	1.6578596882143217	1.637044036907641	1.6154751272841703	1.593503258716001	1.570534861531989	1.546531559995874	1.522210108860913	1.4965781837284593	1.470204235891035
1.7579291487053796	1.7453367372009885	1.7326906200558743	1.7197071697102155	1.7064174031525756	1.6928294699029218	1.6787509510501826	1.6642421474837374	1.6492553628801794	1.6338724343253754	1.6186159388381138
1.8183002255286902	1.8114305632904377	1.804261261879264	1.7972348960600066	1.7899077564569084	1.782569884878045	1.7748470883761032	1.7671389313885981	1.759302329022561	1.7510603225474095	1.7429260531235233
1.8789018333279353	1.8757894264828783	1.8727311118850059	1.8695836443386644	1.8664442073755385	1.863293717909754	1.8599684333094832	1.8568214653506554	1.8534805437585593	1.8500456208343863	1.846548087936709
1.9393965071755348	1.9386545916727687	1.9378978806298457	1.9371349634099586	1.9363833048552856	1.9356202624374923	1.9348440731197456	1.9340809854851937	1.9332640487679826	1.9324553227383707	1.9316566452994701
2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
