
False negative test rate,Tracing efficiency,N_infected_done,N_recovered,ReffMean,ReffStd,ReffTheoretical,N_traced
0.0,0.0,680215.8399999999,100000.0,6.802158399999999,0.002402581118170151,6.80585236512877,0.0
0.02,0.0,686939.3000000002,100000.0,6.869393000000002,0.0018014594820051123,6.869079088413015,0.0
0.04,0.0,693235.0399999998,100000.0,6.932350400000001,0.001720702228742674,6.931764771604079,0.0
0.06,0.0,699280.0200000001,100000.0,6.9928002,0.002409127498765094,6.997310876729802,0.0
0.08,0.0,705956.6599999999,100000.0,7.059566599999998,0.0020565680865689564,7.0594146462678715,0.0
0.1,0.0,712030.5800000004,100000.0,7.120305799999999,0.0021711408660904973,7.124036309214182,0.0
0.12000000000000001,0.0,718646.9200000003,100000.0,7.1864692,0.0021427918816728873,7.1879753399970365,0.0
0.14,0.0,725189.0799999998,100000.0,7.251890800000002,0.0023543365258039714,7.252855505630331,0.0
0.16,0.0,731010.7,100000.0,7.310107,0.002418914991208636,7.318375407318113,0.0
0.18,0.0,738281.7999999998,100000.0,7.382817999999999,0.0026807256404159843,7.378920298619887,0.0
0.19999999999999998,0.0,744618.3000000002,100000.0,7.446182999999999,0.0024079019108437373,7.443459883551455,0.0
0.21999999999999997,0.0,751150.3800000002,100000.0,7.5115038000000025,0.0024983872821139163,7.50678433877348,0.0
0.23999999999999996,0.0,757141.62,100000.0,7.571416199999998,0.002512854022413399,7.5705845522412805,0.0
0.25999999999999995,0.0,763321.4199999999,100000.0,7.633214200000001,0.00247936254299202,7.635242849289508,0.0
0.27999999999999997,0.0,770224.64,100000.0,7.702246400000002,0.0024963992969466897,7.698529504165455,0.0
0.3,0.0,776252.7399999998,100000.0,7.762527399999998,0.002537773663698813,7.764325021832684,0.0
0.32,0.0,782735.58,100000.0,7.827355800000003,0.002034556364218911,7.827321767016329,0.0
0.34,0.0,788889.4600000004,100000.0,7.8888945999999995,0.0020357326958566086,7.8914151267765735,0.0
0.36000000000000004,0.0,795588.8000000002,100000.0,7.955888000000001,0.0026626674978452664,7.95392936695027,0.0
0.38000000000000006,0.0,801834.28,100000.0,8.018342799999997,0.002694097736814726,8.019744235404415,0.0
0.4000000000000001,0.0,808450.9,100000.0,8.084509,0.002604419387682925,8.081684877253615,0.0
