
False negative test rate,Tracing efficiency,N_infected_done,N_recovered,ReffMean,ReffStd,ReffTheoretical,N_traced
0.0,0.0,163339.44,100000.0,1.6333944000000002,0.0006582739433471399,1.6335082531061929,0.0
0.0,0.02,163241.68000000002,100000.0,1.6324168000000001,0.0007509994668331487,1.6330306303644397,174.3
0.0,0.04,163175.47999999995,100000.0,1.6317547999999997,0.0006384200677118047,1.632192490118577,353.8
0.0,0.06,163040.78,100000.0,1.6304078000000002,0.000439018319547099,1.6313036285540907,531.82
0.0,0.08,162975.38,100000.0,1.6297538000000003,0.0007633672393028269,1.6308834417323879,712.04
0.0,0.1,162711.50000000003,100000.0,1.6271150000000003,0.0007456774621450085,1.6299861344587316,886.14
0.0,0.12000000000000001,162753.91999999998,100000.0,1.6275392,0.0006716639004011152,1.6293190922359047,1066.92
0.0,0.14,162607.26,100000.0,1.6260726000000003,0.0005947526880981713,1.6290173191097477,1241.68
0.0,0.16,162469.13999999998,100000.0,1.6246914000000003,0.0007820080906726933,1.627783791382678,1427.1
0.0,0.18,162455.96,100000.0,1.6245596000000004,0.0007553551379912603,1.6274594167860386,1606.94
0.0,0.19999999999999998,162254.47999999992,100000.0,1.6225448,0.000652077073195918,1.626524538227636,1784.44
0.0,0.21999999999999997,162252.16000000003,100000.0,1.6225216,0.0006974962429860036,1.625389811861287,1968.72
0.0,0.23999999999999996,162139.46,100000.0,1.6213946000000008,0.0005973368932868901,1.624959107734685,2153.36
0.0,0.25999999999999995,161991.87999999998,100000.0,1.6199188,0.0006689341897407268,1.6241632992507533,2330.56
0.0,0.27999999999999997,161790.58000000002,100000.0,1.6179057999999997,0.0005825293959474138,1.6235792745071935,2505.36
0.0,0.3,161668.64,100000.0,1.6166864,0.0006512525927716825,1.6227013411021711,2704.58
0.0,0.32,161552.95999999996,100000.0,1.6155295999999995,0.0005599830872081611,1.6223085317964392,2884.2
0.0,0.34,161498.39999999994,100000.0,1.6149840000000006,0.0006785083880491541,1.6213375996258306,3067.5
0.0,0.36000000000000004,161327.28000000003,100000.0,1.6132728000000005,0.0006277981633276337,1.6206747692059686,3246.64
0.0,0.38000000000000006,161207.56000000006,100000.0,1.6120756,0.000671929427781196,1.61987218811102,3430.5
0.0,0.4000000000000001,161084.87999999998,100000.0,1.6108488,0.0005118792619119389,1.618922990960833,3620.46
0.0,0.4200000000000001,161113.01999999996,100000.0,1.6111301999999998,0.000672513803211655,1.6185168557403309,3808.46
0.0,0.4400000000000001,160979.06,100000.0,1.6097906,0.0007454192853826663,1.617546635781007,3997.28
0.0,0.46000000000000013,160744.78,100000.0,1.6074477999999999,0.0006468008740039253,1.6168470735865748,4172.98
0.0,0.48000000000000015,160680.11999999997,100000.0,1.6068011999999998,0.0006273387029055869,1.6163699672039933,4378.56
0.0,0.5000000000000001,160638.13999999998,100000.0,1.6063814000000005,0.0006916666656175739,1.615532299898206,4564.72
0.0,0.5200000000000001,160467.47999999995,100000.0,1.6046747999999997,0.0005936734648416945,1.6142896219084708,4730.66
0.0,0.5400000000000001,160418.65999999995,100000.0,1.6041865999999996,0.0008237568796281403,1.6138396921226084,4926.0
0.0,0.5600000000000002,160299.3,100000.0,1.6029930000000008,0.0007387041190559342,1.6129990787322575,5114.54
0.0,0.5800000000000002,160115.28,100000.0,1.6011528000000004,0.0006933822481437037,1.6124632179465013,5320.26
0.0,0.6000000000000002,160073.26,100000.0,1.6007325999999997,0.0007213116629460785,1.6116517077774222,5523.7
0.0,0.6200000000000002,159898.4,100000.0,1.5989840000000002,0.0007339572361451299,1.6106766368808194,5699.48
0.0,0.6400000000000002,159711.76000000004,100000.0,1.5971176,0.0006144790101195911,1.6096727690758053,5893.72
0.0,0.6600000000000003,159703.96000000002,100000.0,1.5970395999999993,0.0005930761702121124,1.6089416617486465,6091.32
0.0,0.6800000000000003,159576.4,100000.0,1.5957639999999997,0.0006346353605152526,1.608421431097781,6289.8
0.0,0.7000000000000003,159451.91999999998,100000.0,1.5945192000000006,0.0007869902283966628,1.6074185070168763,6478.66
0.0,0.7200000000000003,159287.84,100000.0,1.5928783999999994,0.0006297502815742566,1.6066481872118759,6663.7
0.0,0.7400000000000003,159262.58,100000.0,1.5926257999999998,0.0005239214063196885,1.6060200123797252,6857.28
0.0,0.7600000000000003,159175.30000000005,100000.0,1.5917530000000002,0.000567933759431539,1.605218552391305,7047.96
0.0,0.7800000000000004,158925.00000000003,100000.0,1.5892500000000005,0.0007645809843519851,1.603932449005201,7271.36
0.0,0.8000000000000004,158790.91999999998,100000.0,1.5879092,0.0005710184842785361,1.603487704496317,7449.88
0.0,0.8200000000000004,158763.16,100000.0,1.5876316000000004,0.0006964668478858688,1.6032454419916409,7666.02
0.0,0.8400000000000004,158621.41999999995,100000.0,1.5862142000000004,0.0006811719846360855,1.6021543725418923,7843.74
0.0,0.8600000000000004,158510.74000000002,100000.0,1.5851074000000003,0.0006657142127529088,1.6013065972573797,8037.94
0.0,0.8800000000000004,158350.56,100000.0,1.5835055999999994,0.0007200840744563883,1.5998905839983757,8225.62
0.0,0.9000000000000005,158307.02000000002,100000.0,1.5830701999999999,0.0005334100149806275,1.599439100941767,8436.58
0.0,0.9200000000000005,158181.48000000007,100000.0,1.5818148000000003,0.0006484651417000003,1.59854924221477,8630.02
0.0,0.9400000000000005,157897.81999999998,100000.0,1.5789781999999999,0.0007216040346735484,1.5976726569895812,8860.92
0.0,0.9600000000000005,157841.48,100000.0,1.5784147999999996,0.0006884831146685236,1.5971609237966873,9040.34
0.0,0.9800000000000005,157756.46000000002,100000.0,1.5775646,0.0006408535895704295,1.596536416969235,9241.4
0.0,1.0000000000000004,157747.13999999998,100000.0,1.5774714,0.0007015458738109884,1.5950942804019985,9445.52
